cell_size_m,210.099
rows,216,cols,34
-8.332,-8.406,1.174,13.229,16.841,18.682,15.571,12.017,9.2,1.631,-0.314,-7.633,-9.813,-11.403,-11.96,-9.687,-2.822,-9.061,,,,,,,,,,,,,,,,
-4.958,-1.918,10.674,12.931,13.327,13.91,9.317,9.124,2.749,0.823,-4.985,-6.971,-3.275,-7.298,-8.096,-6.442,-7.97,-8.434,,,,,,,,,,,,,,,,
,3.088,10.072,13.258,12.589,10.152,11.158,6.102,2.428,4.135,-1.325,-6.087,-6.618,-6.706,-10.027,-10.599,-10.33,-8.206,,,,,,,,,,,,,,,,
,2.026,6.979,8.641,10.373,8.562,6.053,9.088,8.195,3.153,0.916,-8.649,-10.289,-7.884,-6.19,-0.844,0.474,1.065,-3.223,,,,,,,,,,,,,,,
,2.931,3.562,8.235,6.397,5.85,4.023,3.25,3.861,-4.484,-8.277,-10.884,-4.003,3.115,9.406,9.468,9.043,5.816,4.289,,,,,,,,,,,,,,,
,-0.169,5.961,10.222,7.467,1.077,0.587,4.54,-0.037,-8.543,-7.92,-1.563,5.132,11.245,12.495,11.793,10.973,7.787,5.146,,,,,,,,,,,,,,,
,2.319,2.943,6.695,3.473,1.417,-0.66,-3.658,-5.916,-10.972,0.105,6.035,14.197,14.687,13.069,13.448,9.509,5.951,3.619,,,,,,,,,,,,,,,
,4.095,-2.652,-1.775,-6.015,-2.876,-3.035,-9.048,-11.633,-2.967,4.415,10.934,17.228,14.966,12.927,15.116,8.671,4.119,0.276,,,,,,,,,,,,,,,
,-2.74,-6.439,-3.624,-5.128,-1.191,-3.713,-11.797,-9.964,-0.071,8.249,11.921,10.396,10.929,8.588,3.922,-1.369,-5.742,-5.259,,,,,,,,,,,,,,,
,-6.023,-2.793,-2.182,-2.244,-3.753,-3.248,-11.965,-2.88,5.947,8.749,14.062,10.904,5.194,4.22,1.368,-4.569,-10.733,-10.012,,,,,,,,,,,,,,,
,-2.44,-2.75,-0.194,1.027,0.227,-5.463,-6.354,3.862,6.944,10.227,8.714,6.213,1.823,-4.174,-3.723,-9.156,-13.192,-16.299,,,,,,,,,,,,,,,
,1.11,-1.742,-0.404,-8.146,-1.042,-6.06,-4.869,1.905,4.382,5.26,1.609,-0.105,1.589,-9.091,-12.922,-11.436,-13.459,-20.787,,,,,,,,,,,,,,,
,-0.449,-0.11,-5.824,-7.754,-4.784,-5.301,-9.66,-3.013,-1.838,-2.132,-2.809,-6.976,-13.334,-14.231,-15.556,-14.957,-15.648,-20.462,,,,,,,,,,,,,,,
,,-2.305,-2.465,1.615,-8.756,-7.89,-12.871,-2.626,-5.594,-7.3,-5.617,-10.232,-14.318,-15.218,-16.678,-23.668,-21.607,-21.953,,,,,,,,,,,,,,,
,,-2.512,-1.815,-2.322,-2.663,-9.319,-5.044,-5.112,-5.504,-3.87,-9.849,-15.498,-12.318,-19.047,-21.476,-22.447,-25.218,-25.459,,,,,,,,,,,,,,,
,,-0.559,-8.352,-5.288,-0.272,-4.709,-7.941,-4.275,-5.115,-3.324,-11.181,-15.174,-14.58,-20.727,-17.393,-23.259,-23.854,-21.968,,,,,,,,,,,,,,,
,,-3.304,-3.944,-0.572,-1.718,-1.654,-0.737,2.467,2.276,0.401,-7.516,-12.713,-16.498,-22.415,-26.202,-24.211,-19.127,-15.452,-8.79,,,,,,,,,,,,,,
,,-4.246,-5.171,0.536,-2.882,-4.076,9.93,4.543,5.202,0.31,-13.11,-15.249,-13.069,-22.076,-23.594,-20.785,-12.81,-9.675,-6.972,,,,,,,,,,,,,,
,,-0.867,-2.653,1.484,-7.269,8.316,10.675,1.786,2.215,-5.354,-10.506,-14.984,-13.755,-16.863,-18.112,-13.866,-11.598,-7.977,-8.248,,,,,,,,,,,,,,
,,-4.042,-4.074,-2.293,-1.706,8.007,4.051,-5.822,-11.056,-19.091,-16.219,-19.398,-17.455,-11.765,-9.478,-7.76,-7.302,-3.896,-3.599,,,,,,,,,,,,,,
,,-2.205,-0.001,-4.459,-3.128,1.803,-4.58,-11.383,-22.516,-25.806,-28.231,-25.237,-20.42,-7.866,-0.862,-1.66,-0.078,-0.277,-2.449,,,,,,,,,,,,,,
,,-3.789,-0.236,-7.504,-9.554,-8.026,-18.097,-23.509,-28.418,-29.915,-30.903,-29.255,-21.17,-10.609,2.022,2.269,2.129,3.083,2.999,,,,,,,,,,,,,,
,,-3.884,-5.397,-11.905,-16.939,-17.655,-16.674,-27.14,-26.719,-32.274,-31.223,-28.115,-19.261,-7.742,-10.378,-6.14,1.356,1.44,3.768,,,,,,,,,,,,,,
